edad,sexo,tipo_universidad,prom_estudio_dia,prom_dia_whatsapp,prom_ciclo_pasado,ciclo,total_cursos_actuales,actividad_extracurricular_actual,horas_ejercicio_semanal,horas_sueño_xnoche,red_mas_usada,tiempo_max_sin_redes_dia,notificaciones_estudio_diario,dias_redes_antes_de_dormir,tipo_contenido_redes_sociales,satisfaccion_interaccion_social_presencial,afecta_concentracion_rendimiento,impacto_redes_actividades_extracurriculares,impacto_redes_salud_mental,momento_uso_redes_sociales,uso_redes_academicas,satisfaccion_rendimiento_academico,interaccion_persona_amigos_redes,frecuencia_descubrimiento_actividades_redes,prom_dia_instagram,prom_dia_tiktok,prom_dia_linkedin,prom_dia_x
24,Masculino,Pública,6,Entre 1-3 horas,13.5,9,8,Voluntariado,6,7,Whatsapp,4,5,1,Socializar,5,3,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,1,0,2,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
21,Masculino,Pública,3,Entre 1-3 horas,15,4,4,Deportes,5,7,Instagram,5,3,7,Entretenimiento,4,5,Desmotiva,4,Noche(6pm-12 am),Sí,4,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Femenino,Pública,8,Entre 1-3 horas,15,10,5,No participo en ninguna,0,6,Whatsapp,3,2,7,Entretenimiento,4,4,Desmotiva,3,Noche(6pm-12 am),Sí,4,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
24,Femenino,Pública,1,Entre 6-9 horas,13.8,7,4,Voluntariado,4,6,Instagram,1,15,7,Entretenimiento,4,3,No tiene efecto,4,Mañana (6am-11:59 am),Sí,5,5,4,Entre 6-9 horas,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso)
22,Masculino,Pública,9,Entre 1-3 horas,11,9,4,No participo en ninguna,2,7,Whatsapp,4,3,5,Socializar,5,2,No tiene efecto,1,Noche(6pm-12 am),Sí,3,0,1,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,2,Entre 3-6 horas,14,7,6,Deportes,5,8,Whatsapp,3,1,7,Entretenimiento,5,1,Motiva,1,Tarde (12 pm - 6pm),Sí,5,2,3,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Pública,10,Entre 1-3 horas,12,8,4,Voluntariado,8,6,Whatsapp,8,4,3,Noticias,4,1,Motiva,1,Noche(6pm-12 am),Sí,4,4,4,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,2,Entre 1-3 horas,14,10,7,No participo en ninguna,4,8,Whatsapp,5,2,2,Socializar,3,2,No tiene efecto,2,Noche(6pm-12 am),Sí,4,4,1,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
18,Femenino,Pública,1,Entre 3-6 horas,0,1,6,No participo en ninguna,3,5,Whatsapp,2,5,7,Entretenimiento,4,5,Desmotiva,5,Noche(6pm-12 am),No,2,3,2,0 horas (no lo uso),Entre 6-9 horas,0 horas (no lo uso),Entre 3-6 horas
22,Masculino,Privada,2,Entre 1-3 horas,16,10,5,No participo en ninguna,2,7,Facebook / meta,2,8,7,Entretenimiento,4,4,Desmotiva,3,Noche(6pm-12 am),Sí,4,2,2,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas,Entre 1-3 horas
24,Masculino,Pública,5,Entre 1-3 horas,16,6,7,No participo en ninguna,0,5,Facebook / meta,4,10,7,Noticias,3,3,No tiene efecto,2,Noche(6pm-12 am),Sí,4,2,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
23,Masculino,Pública,5,Entre 6-9 horas,14.4,7,5,Arte,1,6,Whatsapp,3,8,7,Socializar,4,1,Motiva,3,Noche(6pm-12 am),Sí,4,4,2,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 1-3 horas
23,Masculino,Privada,4,Entre 3-6 horas,12.5,5,4,Club Académico,3,8,Whatsapp,5,4,7,Entretenimiento,4,2,No tiene efecto,4,Noche(6pm-12 am),Sí,4,1,2,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
22,Masculino,Privada,1.5,Entre 1-3 horas,14,10,2,No participo en ninguna,7,6,Tiktok,5,2,7,Noticias,3,3,No tiene efecto,2,Tarde (12 pm - 6pm),No,3,0,3,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
26,Masculino,Pública,4,Entre 3-6 horas,15,10,6,Club Académico,3,7,Whatsapp,1,20,7,Entretenimiento,4,4,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,4,10,2,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Pública,10,Entre 3-6 horas,14,7,5,Música,1,6,Whatsapp,14,2,6,Entretenimiento,4,3,Motiva,3,Noche(6pm-12 am),Sí,4,8,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
19,Masculino,Privada,3,Entre 6-9 horas,15,6,6,No participo en ninguna,2,7,Whatsapp,5,5,6,Entretenimiento,4,3,Motiva,2,Noche(6pm-12 am),Sí,3,3,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
19,Femenino,Privada,4.5,Entre 1-3 horas,16.46,4,6,No participo en ninguna,0,5,Whatsapp,5,15,7,Entretenimiento,3,3,No tiene efecto,2,Noche(6pm-12 am),Sí,3,0,2,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,5,Entre 1-3 horas,15.77,4,6,No participo en ninguna,2,5,Tiktok,5,12,7,Entretenimiento,4,4,Motiva,4,Tarde (12 pm - 6pm),Sí,4,2,3,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,3,Entre 3-6 horas,15,4,6,No participo en ninguna,0,6,Whatsapp,2,3,5,Entretenimiento,3,3,Motiva,3,Tarde (12 pm - 6pm),Sí,3,5,3,Entre 1-3 horas,Entre 3-6 horas,Entre 3-6 horas,NA
20,Masculino,Privada,6,Entre 1-3 horas,16.5,4,6,No participo en ninguna,2,7,Whatsapp,3,12,7,Entretenimiento,5,5,Desmotiva,3,Noche(6pm-12 am),Sí,3,13,3,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
26,Masculino,Pública,4,Entre 1-3 horas,12,10,1,No participo en ninguna,0,5,Instagram,1,0,7,Entretenimiento,4,4,Desmotiva,2,Noche(6pm-12 am),Sí,3,0,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,8,Entre 9-12 horas,16,6,5,Voluntariado,6,7,Whatsapp,6,5,5,Entretenimiento,4,4,No tiene efecto,4,Noche(6pm-12 am),Sí,4,5,3,Entre 3-6 horas,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Pública,3,Entre 1-3 horas,13,9,6,No participo en ninguna,4,6,Whatsapp,4,10,7,Entretenimiento,4,3,No tiene efecto,4,Mañana (6am-11:59 am),Sí,3,0,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
18,Femenino,Privada,2,Entre 3-6 horas,17.5,10,3,No participo en ninguna,0,5,Whatsapp,2,10,5,Entretenimiento,3,3,No tiene efecto,2,Noche(6pm-12 am),Sí,4,10,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Femenino,Pública,6,Entre 1-3 horas,16,4,8,Deportes,2,5,Tiktok,1,1,1,Noticias,3,3,Desmotiva,5,Mañana (6am-11:59 am),Sí,5,4,1,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,5,Entre 3-6 horas,15,7,3,Arte,2,7,Whatsapp,9,2,3,Entretenimiento,4,4,Motiva,3,Tarde (12 pm - 6pm),Sí,3,2,3,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,2,Entre 6-9 horas,17,9,5,Club Académico,2,3,Tiktok,4,8,5,Entretenimiento,3,5,Desmotiva,4,Mañana (6am-11:59 am),Sí,4,4,3,Entre 6-9 horas,Entre 6-9 horas,Entre 3-6 horas,Entre 6-9 horas
18,Masculino,Privada,1.5,Entre 1-3 horas,15,10,5,No participo en ninguna,5,7,Instagram,6,5,7,Entretenimiento,5,2,Motiva,4,Noche(6pm-12 am),No,4,5,3,Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas,Entre 1-3 horas
25,Femenino,Pública,2,Entre 3-6 horas,5,5,4,Música,5,5,Facebook / meta,4,5,2,Noticias,3,4,Desmotiva,4,Tarde (12 pm - 6pm),Sí,3,4,3,Entre 6-9 horas,Entre 3-6 horas,Entre 6-9 horas,Entre 3-6 horas
18,Masculino,Privada,3,Entre 1-3 horas,0,1,6,No participo en ninguna,5,7,Whatsapp,5,6,5,Entretenimiento,5,4,Motiva,2,Noche(6pm-12 am),Sí,5,0,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,5,Entre 1-3 horas,17,4,6,Deportes,2,7,Instagram,5,1,1,Noticias,3,4,Motiva,3,Tarde (12 pm - 6pm),Sí,4,3,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
22,Femenino,Privada,2,Entre 1-3 horas,14,6,7,No participo en ninguna,1,8,Whatsapp,5,10,5,Noticias,3,3,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,15,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,Entre 3-6 horas,13,2,6,No participo en ninguna,1,7,Instagram,1,5,7,Entretenimiento,4,4,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,3,0,3,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Femenino,Privada,1,Entre 9-12 horas,16,7,6,No participo en ninguna,0,7,Tiktok,1,2,7,Entretenimiento,4,4,No tiene efecto,5,Noche(6pm-12 am),No,3,1,2,Entre 3-6 horas,Entre 9-12 horas,0 horas (no lo uso),0 horas (no lo uso)
25,Masculino,Privada,3,Entre 1-3 horas,0,2,6,No participo en ninguna,4,7,Whatsapp,3,2,2,Entretenimiento,4,1,No tiene efecto,4,Mañana (6am-11:59 am),Sí,4,5,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
17,Masculino,Privada,3,Entre 1-3 horas,0,1,6,No participo en ninguna,2,7,Instagram,5,10,5,Entretenimiento,4,3,Desmotiva,2,Tarde (12 pm - 6pm),No,3,0,3,Entre 3-6 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,8,0 horas (no lo uso),0,1,6,No participo en ninguna,1,7,Instagram,2,3,7,Socializar,3,4,No tiene efecto,3,Noche(6pm-12 am),Sí,4,1,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2.5,Entre 1-3 horas,0,1,6,Club Académico,0,6,Tiktok,4,3,7,Entretenimiento,5,4,No tiene efecto,3,Noche(6pm-12 am),Sí,4,6,3,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,4,Entre 1-3 horas,0,1,7,Deportes,5,7,Whatsapp,3,10,4,Entretenimiento,5,5,Desmotiva,5,Tarde (12 pm - 6pm),Sí,4,5,4,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),NA
22,Femenino,Privada,4,NA,0,1,6,Club Académico,2,5,Linkedin,24,3,1,Académico,5,4,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,5,6,4,NA,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
21,Masculino,Privada,2,Entre 3-6 horas,14.9,4,6,No participo en ninguna,1,8,Facebook / meta,0,20,7,Entretenimiento,5,3,No tiene efecto,3,Mañana (6am-11:59 am),Sí,4,0,1,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas
19,Masculino,Privada,2,Entre 1-3 horas,17,4,6,No participo en ninguna,0,7,Facebook / meta,2,5,7,Entretenimiento,4,5,Desmotiva,5,Noche(6pm-12 am),Sí,2,0,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,1.6,Entre 3-6 horas,14,6,5,Música,2,8,Whatsapp,5,50,3,Entretenimiento,4,3,Desmotiva,2,Tarde (12 pm - 6pm),Sí,3,3,3,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas
17,Masculino,Privada,1,Entre 1-3 horas,0,1,6,No participo en ninguna,1,5,Discord,1,5,7,Entretenimiento,5,2,No tiene efecto,2,Noche(6pm-12 am),Sí,3,10,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Femenino,Privada,5,Entre 3-6 horas,15.76,8,7,No participo en ninguna,2,5,Whatsapp,4,10,7,Entretenimiento,4,4,No tiene efecto,4,Noche(6pm-12 am),No,3,0,2,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,4,Entre 1-3 horas,0,1,6,No participo en ninguna,1,7,Instagram,4,2,7,Entretenimiento,5,2,No tiene efecto,3,Noche(6pm-12 am),Sí,4,1,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,4,Entre 3-6 horas,0,1,6,No participo en ninguna,0,6,Whatsapp,4,0,7,Entretenimiento,5,3,No tiene efecto,1,Noche(6pm-12 am),Sí,2,1,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,5,Entre 1-3 horas,12,2,4,No participo en ninguna,14,7,Tiktok,3,3,7,Académico,3,4,Motiva,2,Tarde (12 pm - 6pm),Sí,2,0,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,4,Entre 1-3 horas,10,6,4,Deportes,2,6,Tiktok,3,4,5,Noticias,4,4,Motiva,4,Tarde (12 pm - 6pm),Sí,4,2,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
19,Masculino,Privada,7,Entre 9-12 horas,15,3,6,No participo en ninguna,0,6,Whatsapp,1,10,7,Entretenimiento,5,4,No tiene efecto,3,Noche(6pm-12 am),No,3,1,4,Entre 1-3 horas,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso)
23,Masculino,Privada,3,Entre 9-12 horas,14,9,6,Deportes,8,6,Whatsapp,2,10,7,Entretenimiento,5,2,Motiva,1,Noche(6pm-12 am),Sí,5,5,5,Entre 3-6 horas,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas
18,Masculino,Privada,2,Entre 1-3 horas,0,1,7,No participo en ninguna,1,7,Whatsapp,6,4,4,Noticias,4,3,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,1,2,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
27,Masculino,Privada,2,Entre 6-9 horas,15,8,5,Club Académico,2,7,Tiktok,3,4,3,Entretenimiento,5,5,No tiene efecto,3,Noche(6pm-12 am),Sí,3,15,3,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,5,Entre 6-9 horas,14.5,8,3,No participo en ninguna,8,7,Tiktok,0,1,1,Entretenimiento,5,3,Motiva,4,Tarde (12 pm - 6pm),Sí,4,7,4,Entre 6-9 horas,Entre 9-12 horas,Entre 3-6 horas,0 horas (no lo uso)
24,Masculino,Privada,3,Entre 3-6 horas,14,10,1,Deportes,12,6,Instagram,0,100,7,Entretenimiento,5,5,No tiene efecto,5,Tarde (12 pm - 6pm),Sí,3,0,3,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,4,Entre 1-3 horas,16,9,5,Deportes,10,6,Instagram,2,100,7,Entretenimiento,5,5,No tiene efecto,5,Noche(6pm-12 am),Sí,4,0,3,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Femenino,Privada,1.5,Entre 3-6 horas,10,5,5,Música,8,6,Facebook / meta,1,4,4,Académico,3,3,Desmotiva,3,Noche(6pm-12 am),No,3,4,3,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas
21,Masculino,Privada,4.5,Entre 3-6 horas,13.5,4,7,No participo en ninguna,0,6,Otro,3,5,7,Entretenimiento,4,5,Motiva,3,Noche(6pm-12 am),Sí,4,0,2,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas
20,Masculino,Privada,2,NA,11.8,4,6,No participo en ninguna,0,6,Whatsapp,3,7,7,Entretenimiento,5,2,No tiene efecto,4,Noche(6pm-12 am),Sí,3,1,4,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,NA,18,7,5,Música,3,8,X (Twitter),6,24,3,Noticias,3,3,Desmotiva,3,Tarde (12 pm - 6pm),Sí,NA,5,5,NA,NA,NA,NA
17,Femenino,Privada,6,Entre 1-3 horas,13,3,4,Música,6,5,Otro,3,8,7,Entretenimiento,5,4,No tiene efecto,4,Madrugada (12am-6am),Sí,4,2,3,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas
18,Masculino,Privada,5,Entre 3-6 horas,14,3,5,Deportes,12,5,Whatsapp,4,6,7,Entretenimiento,5,4,No tiene efecto,5,Noche(6pm-12 am),Sí,4,0,3,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
24,Masculino,Privada,2,Entre 6-9 horas,13,9,5,Voluntariado,2,6,Tiktok,1,6,6,Socializar,3,3,Motiva,4,Mañana (6am-11:59 am),No,3,6,3,Entre 6-9 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 3-6 horas
22,Masculino,Privada,1.5,Entre 6-9 horas,17,9,5,No participo en ninguna,5,6,Instagram,5,10,7,Entretenimiento,5,2,Motiva,2,Noche(6pm-12 am),Sí,4,0,2,Entre 6-9 horas,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso)
21,Femenino,Privada,2,Entre 1-3 horas,17.15,9,4,No participo en ninguna,1,7,Instagram,1,2,7,Entretenimiento,4,5,Motiva,5,Mañana (6am-11:59 am),Sí,4,2,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
24,Femenino,Privada,3,Entre 6-9 horas,13.84,8,1,Voluntariado,6,5,Whatsapp,1,15,7,Socializar,4,3,No tiene efecto,3,Mañana (6am-11:59 am),Sí,3,4,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
19,Masculino,Privada,5,Entre 1-3 horas,15.6,5,5,No participo en ninguna,4,6,Whatsapp,3,8,0,Noticias,4,1,No tiene efecto,1,Madrugada (12am-6am),Sí,4,0,3,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso)
22,Masculino,Privada,4,Entre 1-3 horas,12,6,3,No participo en ninguna,6,7,Tiktok,4,4,7,Noticias,4,2,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,2,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,4,Entre 1-3 horas,16.65,3,6,No participo en ninguna,2,6,Instagram,12,4,7,Entretenimiento,5,4,No tiene efecto,1,Noche(6pm-12 am),No,4,0,1,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,3,Entre 1-3 horas,14.5,7,6,No participo en ninguna,3,6,Instagram,6,10,3,Entretenimiento,4,3,No tiene efecto,4,NA,Sí,4,12,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,4,Entre 1-3 horas,0,1,6,Deportes,14,7,Whatsapp,5,10,2,Académico,4,4,Motiva,4,Tarde (12 pm - 6pm),Sí,4,10,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
21,Masculino,Privada,3,Entre 1-3 horas,11,4,5,No participo en ninguna,3,7,Tiktok,2,6,2,Entretenimiento,4,3,Motiva,3,Noche(6pm-12 am),Sí,4,5,3,Entre 3-6 horas,Entre 9-12 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,5,0 horas (no lo uso),13,3,6,Deportes,0,0,Tiktok,4,40,2,Socializar,5,4,Desmotiva,4,Tarde (12 pm - 6pm),No,4,2,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,5,0 horas (no lo uso),13,3,6,Deportes,15,4,Instagram,1,60,7,Entretenimiento,3,5,Motiva,4,Tarde (12 pm - 6pm),Sí,3,10,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,2,Entre 1-3 horas,13,6,5,Deportes,1,6,Tiktok,3,15,6,Noticias,2,3,No tiene efecto,3,Noche(6pm-12 am),Sí,2,4,3,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,2,Entre 1-3 horas,14.2,3,6,Club Académico,2,5,Tiktok,7,10,7,Entretenimiento,5,2,No tiene efecto,1,Noche(6pm-12 am),Sí,3,5,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,2.5,Entre 1-3 horas,14,6,5,Deportes,4,6,Instagram,2,2,4,Entretenimiento,4,3,No tiene efecto,3,Noche(6pm-12 am),Sí,4,50,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,9,Entre 1-3 horas,13,6,5,Voluntariado,1,6,Whatsapp,2,8,7,Socializar,4,5,Motiva,5,Noche(6pm-12 am),Sí,5,1,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,4,Entre 1-3 horas,15,3,5,No participo en ninguna,1,6,Whatsapp,2,6,5,Entretenimiento,3,4,No tiene efecto,2,Noche(6pm-12 am),Sí,3,3,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,4,Entre 1-3 horas,12,3,6,No participo en ninguna,8,7,Discord,0,6,7,Entretenimiento,4,5,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,3,4,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,Entre 9-12 horas,13.34,3,5,No participo en ninguna,6,8,Instagram,2,13,7,Entretenimiento,3,3,No tiene efecto,3,Noche(6pm-12 am),Sí,4,0,4,Entre 6-9 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Pública,4,Entre 3-6 horas,13.96,4,7,No participo en ninguna,1,5,X (Twitter),2,20,7,Entretenimiento,5,2,Motiva,2,Tarde (12 pm - 6pm),Sí,3,0,3,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 9-12 horas
20,Masculino,Privada,5,Entre 3-6 horas,16,4,6,No participo en ninguna,5,7,Facebook / meta,1,34,5,Entretenimiento,4,2,Motiva,4,Noche(6pm-12 am),Sí,4,10,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Pública,6,Entre 1-3 horas,16.1,3,6,Deportes,4,7,Tiktok,1,10,7,Entretenimiento,4,4,Motiva,4,Noche(6pm-12 am),Sí,2,11,1,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,2,Entre 6-9 horas,13.98,3,5,Deportes,6,6,Tiktok,3,10,7,Entretenimiento,5,4,No tiene efecto,4,Noche(6pm-12 am),No,3,3,4,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,5,Entre 1-3 horas,13,3,6,No participo en ninguna,0,7,Tiktok,1,5,6,Entretenimiento,4,5,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,5,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,3,Entre 9-12 horas,14,3,5,No participo en ninguna,0,5,Discord,1,6,6,Entretenimiento,5,4,Motiva,4,Mañana (6am-11:59 am),No,4,10,2,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
25,Masculino,Pública,2,Entre 3-6 horas,12,9,5,Voluntariado,1,5,Whatsapp,12,10,7,Académico,3,3,No tiene efecto,3,Noche(6pm-12 am),Sí,3,6,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
27,Masculino,Privada,1,Entre 6-9 horas,13,9,4,Música,1,6,Tiktok,1,10,7,Entretenimiento,4,5,Motiva,5,Noche(6pm-12 am),No,3,6,1,Entre 6-9 horas,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso)
25,Femenino,Privada,1.5,Entre 9-12 horas,13,9,4,No participo en ninguna,3,5,Tiktok,1,10,7,Entretenimiento,5,5,No tiene efecto,5,Noche(6pm-12 am),Sí,5,0,1,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
20,Femenino,Privada,5,Entre 6-9 horas,14,5,8,Deportes,2,6,Whatsapp,2,4,7,Noticias,4,3,Desmotiva,4,Tarde (12 pm - 6pm),Sí,3,10,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,3,Entre 1-3 horas,14,8,6,No participo en ninguna,2,7,Tiktok,2,10,7,Entretenimiento,3,4,Desmotiva,4,Noche(6pm-12 am),Sí,4,8,3,NA,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,3,Entre 1-3 horas,18.25,3,6,Club Académico,1,8,Instagram,5,3,0,Académico,2,2,No tiene efecto,1,Noche(6pm-12 am),Sí,4,0,5,Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso)
21,Masculino,Privada,3,Entre 1-3 horas,13.89,3,5,Club Académico,2,7,Whatsapp,2,10,5,Entretenimiento,2,3,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,2,0,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Pública,6,Entre 3-6 horas,0,1,6,Deportes,2,6,Discord,5,3,4,Entretenimiento,3,2,Motiva,4,Madrugada (12am-6am),Sí,4,1,5,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
